dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,mape_count,total_samples,horizon,objective,mae,rmse,category
C061,0.04904191151241646,0.06135341737904438,0.5698005698005698,2,4.8175453849649985,351,351,14,l2,12.828302175501438,16.048725536295102,C
A008,0.04756894352147304,0.059518882618457766,0.8547008547008548,3,4.760724211441629,351,351,14,l2,12.996485885533396,16.26137266480018,A
C014,0.053836437363056426,0.0648677645134075,1.1396011396011396,4,5.319260108806412,351,351,14,l2,13.041301775587566,15.713522921700818,C
A034,0.04790619212947617,0.06267932886619422,0.8547008547008548,3,4.594792706481013,351,351,14,l2,13.201090356544714,17.271994434746546,A
A039,0.049283583384934875,0.05825854577650295,0.8547008547008548,3,5.050853572778694,351,351,14,l2,13.380703502614027,15.817444146464894,A
A028,0.04892518168380459,0.05928873160191301,0.5698005698005698,2,4.8717154706745545,351,351,14,l2,13.405221005398449,16.24477463139367,A
B026,0.2696258232942392,0.32454333378586947,1.9943019943019942,7,31.09380367342398,351,351,14,l2,13.51509041321608,16.26785018412703,B
C001,0.049411851246717556,0.06113437019641134,0.5698005698005698,2,4.964981733754041,351,351,14,l2,13.573055446309876,16.793141228568068,C
C073,0.05732077930936442,0.06991834229000682,1.1396011396011396,4,5.646910546596497,351,351,14,l2,13.737226879556767,16.75629924527944,C
A069,0.049712726372526585,0.06353068823313403,0.8547008547008548,3,4.77870198478954,351,351,14,l2,13.75767835227383,17.581710720518345,A
A044,0.05109323970416203,0.06151059495647848,0.8547008547008548,3,5.323425208283608,351,351,14,l2,13.84160988669249,16.663763429676873,A
A074,0.05124348196231248,0.06254327265979612,0.8547008547008548,3,5.350011929222285,351,351,14,l2,13.88566967635175,16.947623217146802,A
A047,0.05150561151910157,0.06130283984250129,0.8547008547008548,3,5.188898813809534,351,351,14,l2,13.88626504067128,16.52766478625522,A
B090,0.4720543954340252,0.5781164895209665,1.1396011396011396,4,81.99706931062151,351,351,14,l2,14.106491606004248,17.275965409075265,B
A018,0.0516253888608598,0.06392232288551744,1.1396011396011396,4,5.02750814035222,351,351,14,l2,14.192863672097973,17.573539576876858,A
C055,0.05692979806342189,0.07255041462970278,0.8547008547008548,3,5.679548906854641,351,351,14,l2,14.27705263399633,18.194445150369194,C
C009,0.05632264532676115,0.0694351831405927,0.8547008547008548,3,5.6961192983074165,351,351,14,l2,14.296003183623375,17.624271613566055,C
C027,0.05730726966123027,0.06994680170822695,1.1396011396011396,4,5.809035043642063,351,351,14,l2,14.312939586472227,17.46976174288238,C
C036,0.06114061213132216,0.07476987872802662,1.1396011396011396,4,6.081442107512106,351,351,14,l2,14.357592464171592,17.55814032523531,C
A100,0.052440246168209026,0.06381085669977166,0.5698005698005698,2,5.188040608260924,351,351,14,l2,14.371017888661044,17.487083492737995,A
B085,0.3525952241460733,0.41243380416028524,1.7094017094017095,6,47.98574122629459,351,351,14,l2,14.786899428576067,17.29636922290427,B
A031,0.0543434564275017,0.06200217653238788,0.8547008547008548,3,5.526576947205726,351,351,14,l2,14.79566401720163,16.880843299547337,A
C045,0.05689736035737082,0.06780346090488766,0.8547008547008548,3,5.801466003760105,351,351,14,l2,14.914727148493823,17.77358585298521,C
C077,0.058491242175811975,0.07236130703888227,0.5698005698005698,2,5.859459854063469,351,351,14,l2,15.07424295151503,18.648807616610405,C
A003,0.05534200856376015,0.07063610520687123,0.5698005698005698,2,5.382796068553692,351,351,14,l2,15.16796742405211,19.359726373237095,A
A082,0.05515011349095194,0.06908883212882262,1.1396011396011396,4,5.4438917803317475,351,351,14,l2,15.198805635916704,19.040173531297064,A
A090,0.05508331218444161,0.06675193331708923,0.5698005698005698,2,5.7798690696772725,351,351,14,l2,15.225592444827706,18.45091900405697,A
A098,0.05720906499347374,0.0681363692305568,0.8547008547008548,3,5.960014936640538,351,351,14,l2,15.546196687200888,18.51562156680618,A
C057,0.056113850835685666,0.0729827532802986,0.8547008547008548,3,5.508217858363587,351,351,14,l2,15.753124312384028,20.48881636106571,C
E099,0.06557726782338828,0.08663757030666469,0.5698005698005698,2,6.663901510192106,351,351,14,l2,16.48903967603641,21.7845357337758,E
E089,0.06679721818906202,0.10311751924312423,0.5698005698005698,2,6.530705065784492,351,351,14,l2,16.75772832499782,25.869570917355528,E
C040,0.06035644480952026,0.07837559750287217,0.5698005698005698,2,6.283171691393055,351,351,14,l2,17.16719563406967,22.292386828202968,C
E083,0.0697343019420911,0.10734923023889369,0.8547008547008548,3,6.665558880516258,351,351,14,l2,17.646553182622267,27.165166177433093,E
C054,0.0649928150364158,0.08206806101452634,1.1396011396011396,4,6.369899942095117,351,351,14,l2,18.517027014491994,23.381915400671446,C
C012,0.03856875164140804,0.048039288971962094,1.4245014245014245,5,3.845756198025787,351,351,14,l2,22.77885855489222,28.372195676540414,C
C064,0.04137919307956622,0.052083899967869614,0.8547008547008548,3,4.210310055589861,351,351,14,l2,22.94835819050815,28.88504834115527,C
A063,0.03442145036394603,0.04223790618780478,0.8547008547008548,3,3.447992524971171,351,351,14,l2,23.68539018875025,29.063891214236964,A
C039,0.045795571164134956,0.057259309569286834,1.4245014245014245,5,4.663359596926245,351,351,14,l2,24.112085812337003,30.14792371387804,C
C043,0.04662419963193438,0.05914921175343355,1.4245014245014245,5,4.660711415863698,351,351,14,l2,24.394950173230807,30.948350532597093,C
A079,0.036550950798506204,0.04576747457758165,0.8547008547008548,3,3.803926659786678,351,351,14,l2,24.817991458422757,31.07598484651248,A
A056,0.03574144297372161,0.044460760070754,0.8547008547008548,3,3.5817061966616457,351,351,14,l2,24.935206071441673,31.018283600700936,A
A014,0.036278857251739745,0.04634998519694679,0.8547008547008548,3,3.626828607741873,351,351,14,l2,24.997579666396046,31.93698851805462,A
A029,0.036379191978866285,0.049301229088992184,0.8547008547008548,3,3.5464673777516755,351,351,14,l2,25.084852069119798,33.99509365797892,A
